Country,LanguageHaveWorkedWith,LanguageWantToWorkWith,ConvertedCompYearly,WorkExp,RemoteWork,AISelect
Brazil,Bash/Shell (all shells);Groovy;HTML/CSS;Java;JavaScript;Scala,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,57342.0,23.0,"Hybrid (some remote, leans heavy to in-person)","Yes, I use AI tools weekly"
Brazil,Dart;Java;Kotlin,Dart;Go;Java;Kotlin,18204.0,7.0,"Hybrid (some remote, leans heavy to in-person)","Yes, I use AI tools monthly or infrequently"
Brazil,Bash/Shell (all shells);HTML/CSS;JavaScript;Lua;Python;SQL;TypeScript,GDScript;Go;HTML/CSS;JavaScript;Lua;Python;SQL;TypeScript,38228.0,7.0,"Your choice (very flexible, you can come in when you want or just as needed)","Yes, I use AI tools daily"
Brazil,HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,Java;JavaScript;TypeScript,26213.0,13.0,Remote,"Yes, I use AI tools daily"
Brazil,Bash/Shell (all shells);Go;SQL;TypeScript,C#;C++;Go;Lua;Zig,,3.0,Remote,"Yes, I use AI tools daily"
Brazil,C#;HTML/CSS;JavaScript;SQL;Visual Basic (.Net),C#;HTML/CSS;JavaScript;SQL,103761.0,15.0,,"Yes, I use AI tools daily"
Brazil,,,7281.0,,"Hybrid (some remote, leans heavy to in-person)","Yes, I use AI tools daily"
Brazil,Bash/Shell (all shells);HTML/CSS;JavaScript;Ruby;SQL;TypeScript,Elixir;Go,23665.0,3.0,"Hybrid (some remote, leans heavy to in-person)","Yes, I use AI tools daily"
Brazil,HTML/CSS;JavaScript;TypeScript,TypeScript,48058.0,12.0,"Hybrid (some in-person, leans heavy to flexibility)","Yes, I use AI tools daily"
Brazil,Java;JavaScript;PHP;SQL;TypeScript,JavaScript;PHP;SQL;TypeScript,,8.0,Remote,"Yes, I use AI tools daily"
Brazil,HTML/CSS;Rust,,,10.0,,"No, and I don't plan to"
Brazil,Bash/Shell (all shells);HTML/CSS;Rust;SQL,Bash/Shell (all shells);HTML/CSS;Rust;SQL;Gleam,,4.0,,"No, and I don't plan to"
Brazil,Python,C;C#;C++;Java;JavaScript;Python;R,1529.0,1.0,,"Yes, I use AI tools daily"
Brazil,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,Bash/Shell (all shells);GDScript;HTML/CSS;Java;JavaScript;Kotlin;Python;Rust;SQL;Swift;TypeScript,63713.0,8.0,Remote,"Yes, I use AI tools weekly"
Brazil,,,21844.0,5.0,"Hybrid (some in-person, leans heavy to flexibility)","Yes, I use AI tools daily"
Brazil,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL;TypeScript,Go;TypeScript,16383.0,3.0,In-person,"Yes, I use AI tools daily"
Brazil,HTML/CSS;Java;JavaScript;PowerShell;Python;SQL,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;PowerShell;Python;SQL;Zig,47330.0,8.0,"Your choice (very flexible, you can come in when you want or just as needed)","Yes, I use AI tools daily"
Brazil,,,,,,"No, but I plan to soon"
Brazil,Bash/Shell (all shells);C;HTML/CSS;Java;JavaScript;PHP;PowerShell;Python;SQL;TypeScript,,32767.0,11.0,In-person,"Yes, I use AI tools daily"
Brazil,C#;HTML/CSS;SQL;TypeScript,C#;HTML/CSS;JavaScript;SQL;TypeScript,6007.0,5.0,Remote,"Yes, I use AI tools monthly or infrequently"
Brazil,Bash/Shell (all shells);Go;JavaScript;TypeScript,Python;Rust;Zig,100000.0,9.0,Remote,"Yes, I use AI tools daily"
Brazil,C#;C++;HTML/CSS;JavaScript;SQL,C#;HTML/CSS;SQL,32767.0,16.0,Remote,"Yes, I use AI tools weekly"
Brazil,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;SQL;TypeScript,Bash/Shell (all shells);C#;Go;HTML/CSS;JavaScript;Python;SQL;TypeScript,50133.0,12.0,Remote,"Yes, I use AI tools weekly"
Brazil,Bash/Shell (all shells);C;HTML/CSS;Java;JavaScript;Python,SQL,,12.0,In-person,"Yes, I use AI tools daily"
Brazil,Bash/Shell (all shells);C;Go;Java;Lua;Python;TypeScript,Bash/Shell (all shells);C;C++;Go;HTML/CSS;Java;Kotlin;Lua;Python;SQL;TypeScript,,2.0,,"No, and I don't plan to"
Brazil,C#;HTML/CSS;JavaScript;Python;SQL;TypeScript,C#;HTML/CSS;JavaScript;SQL;TypeScript,,6.0,Remote,
Brazil,Python;SQL;VBA,Python;R;SQL,10704.0,5.0,In-person,"Yes, I use AI tools weekly"
Brazil,C++;Python,,33131.0,30.0,Remote,"Yes, I use AI tools weekly"
Brazil,Bash/Shell (all shells);C++;Go;Lua;Rust,Elixir;Go;R;Rust;Scala;SQL;Zig,,15.0,Remote,"Yes, I use AI tools weekly"
Brazil,HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,C#;Go;HTML/CSS;Java;JavaScript;Kotlin;PHP;Python;Rust;SQL;Swift;TypeScript,5461.0,1.0,In-person,"Yes, I use AI tools monthly or infrequently"
Brazil,Assembly;Bash/Shell (all shells);C;C++;HTML/CSS;Java;JavaScript;PowerShell;Python;Rust;SQL;TypeScript;Gleam,C;C#;C++;Go;HTML/CSS;JavaScript;Python;Rust;SQL;TypeScript;Gleam,,,"Hybrid (some remote, leans heavy to in-person)","Yes, I use AI tools weekly"
Brazil,C;C#;C++;Go;Java;JavaScript;PHP;Python;SQL;TypeScript,Go;Python;Rust;SQL;TypeScript,10194.0,2.0,In-person,"Yes, I use AI tools daily"
Brazil,Bash/Shell (all shells);Python,JavaScript;Python;TypeScript,21116.0,13.0,Remote,"No, but I plan to soon"
Brazil,Bash/Shell (all shells);HTML/CSS;JavaScript;TypeScript,HTML/CSS;JavaScript;TypeScript,42597.0,19.0,Remote,"Yes, I use AI tools daily"
Brazil,Bash/Shell (all shells);Python;R;SQL,Bash/Shell (all shells);Python;SQL,13107.0,4.0,Remote,"Yes, I use AI tools weekly"
Brazil,Bash/Shell (all shells);Delphi;Groovy;HTML/CSS;PHP;PowerShell;SQL,,23665.0,20.0,In-person,"Yes, I use AI tools monthly or infrequently"
Brazil,C#;HTML/CSS;JavaScript;Visual Basic (.Net),C#;HTML/CSS;JavaScript,5461.0,1.0,In-person,"Yes, I use AI tools monthly or infrequently"
Brazil,HTML/CSS;JavaScript;TypeScript,Elixir;Erlang;HTML/CSS;JavaScript;TypeScript,39320.0,22.0,Remote,"Yes, I use AI tools daily"
Brazil,C;C++;Dart;Go;PHP;Python,,,2.0,In-person,"Yes, I use AI tools daily"
Brazil,Bash/Shell (all shells);C#;HTML/CSS;Java;JavaScript;PHP;Python;Ruby;SQL;TypeScript,Go;Rust,96000.0,19.0,,"Yes, I use AI tools daily"
Brazil,Dart;JavaScript;Kotlin;SQL;Swift;TypeScript,,16383.0,10.0,Remote,"Yes, I use AI tools daily"
Brazil,Bash/Shell (all shells);Go;Python;Rust,Bash/Shell (all shells);Go;Python;Rust,39138.0,20.0,"Hybrid (some remote, leans heavy to in-person)","Yes, I use AI tools weekly"
Brazil,HTML/CSS;JavaScript;Python,HTML/CSS;JavaScript;Python;Rust,36407.0,7.0,Remote,"Yes, I use AI tools weekly"
Brazil,C#;C++;PowerShell;TypeScript,C#;PowerShell;TypeScript,9102.0,3.0,"Hybrid (some in-person, leans heavy to flexibility)","Yes, I use AI tools daily"
Brazil,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PHP;PowerShell;SQL;TypeScript,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;PHP;PowerShell;Python;SQL;TypeScript,105581.0,25.0,Remote,"Yes, I use AI tools daily"
Brazil,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;Python;TypeScript,,2731.0,4.0,,"Yes, I use AI tools weekly"
Brazil,Elixir;Go;JavaScript;SQL,Elixir;SQL,172935.0,15.0,Remote,"Yes, I use AI tools daily"
Brazil,,,,,,"Yes, I use AI tools daily"
Brazil,HTML/CSS;Java;JavaScript;PHP;Python;TypeScript,Dart;Elixir;Go;HTML/CSS;Java;JavaScript;Kotlin;Python;TypeScript,9175.0,3.0,Remote,"Yes, I use AI tools weekly"
Brazil,C#;HTML/CSS;JavaScript;SQL,C#;HTML/CSS;JavaScript;Python;SQL,20388.0,16.0,"Hybrid (some in-person, leans heavy to flexibility)","Yes, I use AI tools monthly or infrequently"
Brazil,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;R;SQL;TypeScript,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;R;Rust;SQL;TypeScript,28398.0,7.0,Remote,"Yes, I use AI tools daily"
Brazil,C;C#;C++;Dart;Go;HTML/CSS;Java;JavaScript;Kotlin;Lua;PHP;Python;R;Ruby;Rust;SQL;TypeScript;Zig,Assembly;C;C#;C++;Go;Java;Kotlin;Python;Ruby;Rust;SQL;Swift;Zig,3641.0,3.0,Remote,"Yes, I use AI tools daily"
Brazil,Kotlin;Ruby;SQL,Python;Ruby,,23.0,"Hybrid (some in-person, leans heavy to flexibility)","Yes, I use AI tools daily"
Brazil,,,72815.0,10.0,"Hybrid (some in-person, leans heavy to flexibility)","Yes, I use AI tools daily"
Brazil,C#;HTML/CSS;JavaScript;SQL;TypeScript;Visual Basic (.Net),Dart;Python,,15.0,Remote,"Yes, I use AI tools weekly"
Brazil,,,150000.0,4.0,"Hybrid (some in-person, leans heavy to flexibility)","Yes, I use AI tools monthly or infrequently"
Brazil,Assembly;C;C++;Dart;Go;HTML/CSS;JavaScript;PHP;Rust;SQL;TypeScript,Kotlin;Lua;PowerShell;Zig,10000.0,13.0,,"Yes, I use AI tools daily"
Brazil,C#;C++;HTML/CSS;Java;JavaScript;PowerShell;Python;SQL;TypeScript;Visual Basic (.Net),,,1.0,,"Yes, I use AI tools daily"
Brazil,HTML/CSS;JavaScript;Python;SQL;TypeScript,Go;Python;Rust;SQL,102669.0,8.0,,"Yes, I use AI tools daily"
Brazil,,,15109.0,3.0,"Hybrid (some remote, leans heavy to in-person)","No, and I don't plan to"
Brazil,Bash/Shell (all shells);C++;Delphi;Lisp;MATLAB;Prolog;Python;R;Ruby;SQL,Ada;Assembly;Bash/Shell (all shells);C;C#;COBOL;Dart;Elixir;Erlang;F#;Fortran;GDScript;Go;Groovy;HTML/CSS;Java;JavaScript;Kotlin;Lua;MicroPython;OCaml;Perl;PHP;PowerShell;Rust,2731.0,12.0,Remote,"Yes, I use AI tools monthly or infrequently"
Brazil,HTML/CSS;Java;JavaScript;SQL,HTML/CSS;Java;JavaScript;SQL,27306.0,19.0,"Hybrid (some in-person, leans heavy to flexibility)","Yes, I use AI tools daily"
Brazil,HTML/CSS;JavaScript;PHP;PowerShell;Python;SQL,HTML/CSS;Python;SQL,27306.0,20.0,"Hybrid (some in-person, leans heavy to flexibility)","Yes, I use AI tools daily"
Brazil,Elixir;Erlang;Lua;Gleam,Elixir;Erlang;Lua;Gleam,40048.0,31.0,"Hybrid (some in-person, leans heavy to flexibility)","Yes, I use AI tools weekly"
Brazil,Bash/Shell (all shells);C;C++;GDScript;Go;HTML/CSS;JavaScript;Kotlin;PHP;Python;SQL;Zig,C;C++;Dart;GDScript;Go;HTML/CSS;JavaScript;Kotlin;PHP;Python;SQL;TypeScript;Zig,,17.0,,"Yes, I use AI tools monthly or infrequently"
Brazil,C;C#;C++;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,C;C++;HTML/CSS;Java;JavaScript;Python;Rust;SQL;Swift;TypeScript,,,,
Brazil,C;C#;C++;Elixir;Erlang;Go;Java;Python;SQL;Gleam,Elixir;Erlang;Java;Python;SQL;Gleam,1820.0,6.0,Remote,"Yes, I use AI tools daily"
Brazil,COBOL;HTML/CSS;Java;JavaScript;Python;SQL;Swift,Python;R;SQL,10922.0,6.0,,"Yes, I use AI tools daily"
Brazil,C;Go;HTML/CSS;JavaScript;Lua;Python;Rust;TypeScript,Elixir;MicroPython;Zig,21844.0,6.0,,"Yes, I use AI tools daily"
Brazil,Bash/Shell (all shells);C;C#;C++;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,C#;HTML/CSS;Java;JavaScript;Kotlin;Python;SQL;TypeScript,54611.0,22.0,Remote,"Yes, I use AI tools weekly"
Brazil,C;C++;Elixir;Erlang,Elixir;Erlang,43325.0,8.0,"Your choice (very flexible, you can come in when you want or just as needed)","Yes, I use AI tools daily"
Brazil,Bash/Shell (all shells);C;Go;HTML/CSS;JavaScript;Python;SQL;TypeScript,Bash/Shell (all shells);Go;SQL,50242.0,6.0,,"Yes, I use AI tools monthly or infrequently"
Brazil,,,4500.0,8.0,Remote,"Yes, I use AI tools daily"
Brazil,Bash/Shell (all shells);Elixir;Go;Kotlin;Python,Rust,6371285.0,17.0,Remote,"Yes, I use AI tools weekly"
Brazil,HTML/CSS;JavaScript;PHP;SQL,C#;HTML/CSS;JavaScript;PHP;SQL,,20.0,Remote,"No, and I don't plan to"
Brazil,C#;Delphi;Java;SQL;TypeScript,C#;SQL;TypeScript,25485.0,6.0,Remote,"Yes, I use AI tools weekly"
Brazil,C;Prolog;Python,,72815.0,35.0,"Hybrid (some remote, leans heavy to in-person)","No, and I don't plan to"
Brazil,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PHP;PowerShell;SQL;TypeScript,Bash/Shell (all shells);C#;PowerShell;SQL,90000.0,19.0,Remote,"Yes, I use AI tools weekly"
Brazil,,,,,,
Brazil,Bash/Shell (all shells);C;C++;HTML/CSS;JavaScript;Lua;Python;SQL;Zig,Bash/Shell (all shells);Lua;Python;Zig,5417.0,1.0,,"Yes, I use AI tools weekly"
Brazil,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;PowerShell;Python;SQL,Bash/Shell (all shells);C++;HTML/CSS;JavaScript;Kotlin;Python;SQL,,1.0,"Hybrid (some remote, leans heavy to in-person)","Yes, I use AI tools daily"
Brazil,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Lua,Bash/Shell (all shells);C#;F#;Go;Java;JavaScript;R;Rust;Scala;TypeScript,30946.0,15.0,"Your choice (very flexible, you can come in when you want or just as needed)","Yes, I use AI tools daily"
Brazil,Bash/Shell (all shells);Dart;HTML/CSS;JavaScript;PHP;SQL;TypeScript,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Python;SQL;TypeScript,11.0,3.0,In-person,"Yes, I use AI tools monthly or infrequently"
Brazil,C#;Delphi;HTML/CSS;JavaScript;PHP;PowerShell;Python;SQL;VBA;Visual Basic (.Net),C#;COBOL;HTML/CSS;JavaScript;PowerShell;Python;SQL,35497.0,21.0,Remote,"Yes, I use AI tools daily"
Brazil,C;HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,HTML/CSS;JavaScript;Python;TypeScript,23665.0,3.0,In-person,"Yes, I use AI tools daily"
Brazil,Java;Python,C#;Python,67.0,15.0,"Hybrid (some remote, leans heavy to in-person)","Yes, I use AI tools weekly"
Brazil,,,,8.0,Remote,"No, and I don't plan to"
Brazil,Bash/Shell (all shells);C;C++;JavaScript;Python;SQL,JavaScript;Python;Rust,45873.0,24.0,"Your choice (very flexible, you can come in when you want or just as needed)","No, and I don't plan to"
Brazil,,,,,Remote,"Yes, I use AI tools monthly or infrequently"
Brazil,Bash/Shell (all shells);C#;Go;HTML/CSS;Java;JavaScript;Ruby;SQL;TypeScript,Bash/Shell (all shells);C#;Elixir;Go;HTML/CSS;Java;JavaScript;SQL;TypeScript,8283.0,2.0,Remote,"Yes, I use AI tools daily"
Brazil,,,18204.0,27.0,In-person,"Yes, I use AI tools monthly or infrequently"
Brazil,Bash/Shell (all shells);C;Elixir;HTML/CSS;JavaScript;Python;SQL,C;C++;Elixir;Erlang;SQL;Zig,104853.0,9.0,Remote,"Yes, I use AI tools monthly or infrequently"
Brazil,C#;GDScript;HTML/CSS;Java;JavaScript;TypeScript,C#;COBOL;Dart;Java;JavaScript;Kotlin;PowerShell;TypeScript,10922.0,,"Your choice (very flexible, you can come in when you want or just as needed)","No, but I plan to soon"
Brazil,Bash/Shell (all shells);C;C++;GDScript;Go;HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,Bash/Shell (all shells);C;C++;GDScript;Go;HTML/CSS;JavaScript;Python;Rust;SQL;TypeScript,54611.0,20.0,Remote,"Yes, I use AI tools daily"
Brazil,C++;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,C++;HTML/CSS;Java;JavaScript;Python;SQL;Swift;TypeScript;Zig,3612.0,4.0,Remote,"Yes, I use AI tools weekly"
Brazil,,,50060.0,10.0,Remote,"Yes, I use AI tools daily"
Brazil,Assembly;Bash/Shell (all shells);HTML/CSS;Java;PowerShell;Python,HTML/CSS;Java;JavaScript;PowerShell;Python,,,,"Yes, I use AI tools monthly or infrequently"
Brazil,HTML/CSS;JavaScript;PHP;SQL,Python,28.0,22.0,Remote,"Yes, I use AI tools daily"
Brazil,Elixir;HTML/CSS;JavaScript;SQL,Elixir;SQL,92839.0,10.0,,"Yes, I use AI tools daily"
Brazil,HTML/CSS;JavaScript;PHP;SQL,,12233.0,4.0,Remote,"Yes, I use AI tools monthly or infrequently"
Brazil,Bash/Shell (all shells);C++;HTML/CSS;JavaScript;Lua;Python;Rust,Bash/Shell (all shells);C++;HTML/CSS;JavaScript;Python;Rust,,5.0,"Your choice (very flexible, you can come in when you want or just as needed)","Yes, I use AI tools monthly or infrequently"
Brazil,C#;HTML/CSS;Java;JavaScript;PHP;Python;SQL,C#;Rust;Swift,5461.0,2.0,"Hybrid (some remote, leans heavy to in-person)","Yes, I use AI tools daily"
Brazil,HTML/CSS;JavaScript;Python,C;C#;HTML/CSS;JavaScript;TypeScript,,,,"Yes, I use AI tools weekly"
Brazil,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Python;SQL,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Lua;Python;SQL;TypeScript,14272.0,1.0,"Hybrid (some remote, leans heavy to in-person)","Yes, I use AI tools weekly"
Brazil,C#;JavaScript;Kotlin;SQL;TypeScript,C;C++;Kotlin;Swift,10922.0,2.0,Remote,"Yes, I use AI tools daily"
Brazil,Bash/Shell (all shells);Java;Kotlin;PowerShell;Python;SQL,Bash/Shell (all shells);Java;Kotlin;PowerShell;Python;SQL,36407.0,5.0,"Hybrid (some in-person, leans heavy to flexibility)","Yes, I use AI tools daily"
Brazil,C#;HTML/CSS;JavaScript;Python;TypeScript,C++;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,16383.0,4.0,Remote,"Yes, I use AI tools daily"
Brazil,,,,20.0,,"Yes, I use AI tools monthly or infrequently"
Brazil,,,291.0,2.0,Remote,"No, and I don't plan to"
Brazil,,,26505.0,4.0,Remote,"Yes, I use AI tools monthly or infrequently"
Brazil,Bash/Shell (all shells);C;Go;HTML/CSS;Java;JavaScript;Lisp;Lua;Python;SQL,Bash/Shell (all shells);C;Go;HTML/CSS;Java;JavaScript;Lisp;Lua;Python;SQL,50000.0,30.0,"Hybrid (some in-person, leans heavy to flexibility)","Yes, I use AI tools daily"
Brazil,,,25485.0,16.0,Remote,"Yes, I use AI tools weekly"
Brazil,Elixir;Lua;Python;SQL,,2184.0,25.0,,"Yes, I use AI tools daily"
Brazil,HTML/CSS;JavaScript;Python,HTML/CSS;JavaScript;Kotlin;MicroPython;Python,,30.0,,"Yes, I use AI tools daily"
Brazil,Bash/Shell (all shells);C;Fortran;JavaScript;Python;SQL,Bash/Shell (all shells);C;C++;JavaScript;Python;Rust;SQL,5461.0,1.0,In-person,"Yes, I use AI tools daily"
Brazil,Python,Python,36407.0,12.0,"Hybrid (some in-person, leans heavy to flexibility)","No, but I plan to soon"
Brazil,C#;HTML/CSS;JavaScript;SQL;TypeScript,C#;HTML/CSS;Python;SQL;TypeScript,10922.0,4.0,Remote,"Yes, I use AI tools daily"
Brazil,C#;HTML/CSS;Java;JavaScript;PHP;Ruby;SQL;Visual Basic (.Net),HTML/CSS;Python;Ruby,8192.0,16.0,Remote,"Yes, I use AI tools daily"
Brazil,C++;MicroPython;Python;SQL,C++;MicroPython;Python;SQL,54611.0,36.0,Remote,"Yes, I use AI tools monthly or infrequently"
Brazil,Dart;GDScript;HTML/CSS;JavaScript;Python;SQL;TypeScript,Dart;Elixir;HTML/CSS;JavaScript;Kotlin;Python;Rust;SQL,10922.0,4.0,Remote,"Yes, I use AI tools daily"
Brazil,Bash/Shell (all shells);Go;PHP;Ruby;SQL,C;C++,43689.0,7.0,Remote,"No, and I don't plan to"
Brazil,,,4551.0,15.0,"Hybrid (some remote, leans heavy to in-person)","Yes, I use AI tools daily"
Brazil,,,36407.0,22.0,Remote,"Yes, I use AI tools monthly or infrequently"
Brazil,Java,,,,,"No, and I don't plan to"
Brazil,Java;JavaScript;PowerShell;SQL,Java;JavaScript;PowerShell;SQL,36407.0,12.0,Remote,"Yes, I use AI tools weekly"
Brazil,Python;R,Python;R,36.0,7.0,Remote,"No, and I don't plan to"
Brazil,,,24575.0,7.0,Remote,
Brazil,HTML/CSS;JavaScript;Lua;TypeScript,HTML/CSS;JavaScript;Kotlin;PHP;Python;Ruby;SQL;Swift;TypeScript,25485.0,7.0,Remote,"Yes, I use AI tools daily"
Brazil,Bash/Shell (all shells);COBOL;HTML/CSS;Java;JavaScript;MATLAB;PowerShell;Python;SQL,COBOL;HTML/CSS;Java;JavaScript;MATLAB;Python;SQL;TypeScript,18204.0,3.0,"Hybrid (some remote, leans heavy to in-person)","Yes, I use AI tools daily"
Brazil,C#;JavaScript;SQL;TypeScript,C#;JavaScript;SQL,16383.0,6.0,"Your choice (very flexible, you can come in when you want or just as needed)","Yes, I use AI tools monthly or infrequently"
Brazil,C#;HTML/CSS;JavaScript;SQL,C#;SQL,91018.0,42.0,,"Yes, I use AI tools monthly or infrequently"
Brazil,C#;HTML/CSS;JavaScript;Python,Elixir;F#,23665.0,5.0,In-person,"Yes, I use AI tools daily"
Brazil,Bash/Shell (all shells);C;C#;C++;HTML/CSS;JavaScript;MicroPython;PHP;SQL;TypeScript;VBA,Bash/Shell (all shells);C;C#;C++;HTML/CSS;JavaScript;SQL;TypeScript,43689.0,30.0,"Your choice (very flexible, you can come in when you want or just as needed)","Yes, I use AI tools daily"
Brazil,HTML/CSS;JavaScript;Python,,,40.0,,"Yes, I use AI tools daily"
Brazil,,,,,,
Brazil,Assembly;Bash/Shell (all shells);C;C++;PowerShell;Python;SQL,Assembly;Bash/Shell (all shells);C;C#;C++;Go;HTML/CSS;Java;JavaScript;Kotlin;PowerShell;Python;SQL,1638.0,1.0,In-person,"Yes, I use AI tools weekly"
Brazil,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Python;R;SQL;TypeScript,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Python;SQL;TypeScript,,20.0,"Your choice (very flexible, you can come in when you want or just as needed)",
Brazil,Ada;Assembly;C;C#;C++;COBOL;Dart;Delphi;Elixir;Erlang;F#;Fortran;GDScript;Go;Groovy;HTML/CSS;Java;JavaScript;Kotlin;Lisp;Lua;MATLAB;MicroPython;Perl;PHP;PowerShell;Prolog;Python;R;Ruby;Rust;Scala;SQL;Swift;VBA;Visual Basic (.Net);Mojo;Gleam,OCaml;TypeScript;Zig,182037.0,1.0,,"Yes, I use AI tools weekly"
Brazil,Bash/Shell (all shells);C;Dart;Elixir;HTML/CSS;Java;JavaScript;Kotlin;SQL;TypeScript,Assembly;C;Go;Lua;MicroPython;Prolog;Python;Rust;SQL;TypeScript,163833.0,12.0,Remote,"Yes, I use AI tools daily"
Brazil,Java;Python;SQL,Java;Python;SQL,1584.0,2.0,Remote,"Yes, I use AI tools daily"
Brazil,C;Dart;Fortran;HTML/CSS;Java;JavaScript,Dart;HTML/CSS;Java;JavaScript;Python;SQL,6553.0,5.0,In-person,"Yes, I use AI tools weekly"
Brazil,HTML/CSS;JavaScript;TypeScript,Go;HTML/CSS;JavaScript;Kotlin;Python;Rust;SQL;TypeScript,,3.0,,"Yes, I use AI tools daily"
Brazil,C#;Delphi;HTML/CSS;JavaScript;SQL;VBA,C#;SQL,20024.0,33.0,"Hybrid (some remote, leans heavy to in-person)","No, and I don't plan to"
Brazil,Bash/Shell (all shells);C;C#;C++;HTML/CSS;PowerShell;Python;SQL,Bash/Shell (all shells);C#;SQL,110214.0,16.0,,"Yes, I use AI tools daily"
Brazil,,,,,Remote,"Yes, I use AI tools daily"
Brazil,C#;Delphi;PHP,C#;Delphi;PHP,80000.0,10.0,,"Yes, I use AI tools daily"
Brazil,Python;TypeScript,Python;TypeScript,69609.0,12.0,,"Yes, I use AI tools daily"
Brazil,,,1820.0,10.0,Remote,"No, and I don't plan to"
Brazil,HTML/CSS;Java;JavaScript;Kotlin;Python;SQL,Go;HTML/CSS;Java;Kotlin;Python;SQL,37135.0,8.0,"Your choice (very flexible, you can come in when you want or just as needed)","Yes, I use AI tools weekly"
Brazil,Delphi;HTML/CSS;JavaScript;PHP;SQL,Delphi;HTML/CSS;JavaScript;PHP;SQL,,40.0,Remote,"Yes, I use AI tools daily"
Brazil,Bash/Shell (all shells);C;C#;C++;Erlang;F#;HTML/CSS;JavaScript;Lisp;Lua;OCaml;Python;SQL;Zig;Gleam,Ada;Assembly;Bash/Shell (all shells);C;C++;Elixir;Erlang;F#;Lisp;Lua;OCaml;Rust;SQL;Zig;Gleam,60000.0,7.0,Remote,"No, and I don't plan to"
Brazil,Bash/Shell (all shells);C#;GDScript;HTML/CSS;Java;JavaScript;Kotlin;Python;SQL;Swift,C#;GDScript;HTML/CSS;Kotlin;Python;Rust;SQL;Swift,39320.0,18.0,Remote,"Yes, I use AI tools weekly"
Brazil,Bash/Shell (all shells);C;C++;F#;Go;HTML/CSS;Java;JavaScript;Python;Rust;SQL,Bash/Shell (all shells);C;C++;F#;Go;HTML/CSS;Java;JavaScript;Python;Rust;SQL,50970.0,24.0,,"Yes, I use AI tools daily"
Brazil,Bash/Shell (all shells);C;C++;HTML/CSS;JavaScript;Python,C;C++;Elixir;HTML/CSS;JavaScript;Python;Rust,,18.0,Remote,"Yes, I use AI tools daily"
Brazil,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;SQL;TypeScript,Bash/Shell (all shells);Go;HTML/CSS;Java;JavaScript;Kotlin;Rust;SQL;TypeScript,54611.0,12.0,Remote,"Yes, I use AI tools weekly"
Brazil,Go;Java;JavaScript;Kotlin;TypeScript,,22.0,15.0,Remote,"Yes, I use AI tools daily"
Brazil,Bash/Shell (all shells);C#;Go;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript,Bash/Shell (all shells);C#;C++;Go;HTML/CSS;Python;Rust;SQL;TypeScript,14417.0,2.0,"Hybrid (some remote, leans heavy to in-person)","Yes, I use AI tools daily"
Brazil,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;PHP;PowerShell;Python;SQL;TypeScript,,32767.0,18.0,"Hybrid (some remote, leans heavy to in-person)","Yes, I use AI tools daily"
Brazil,,,,30.0,Remote,
Brazil,,,15837.0,10.0,"Hybrid (some remote, leans heavy to in-person)",
Brazil,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;SQL,Bash/Shell (all shells);Go;HTML/CSS;Java;JavaScript;Kotlin;Lua;Ruby;Rust;SQL;TypeScript,36025.0,14.0,In-person,"Yes, I use AI tools daily"
Brazil,HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,C#;C++;Go;Lua,7281.0,,"Hybrid (some in-person, leans heavy to flexibility)","Yes, I use AI tools weekly"
Brazil,Bash/Shell (all shells);C++,C++;Rust,,,,"No, and I don't plan to"
Brazil,C#;HTML/CSS;JavaScript;Python;SQL;TypeScript,,43689.0,6.0,Remote,"Yes, I use AI tools daily"
Brazil,JavaScript;TypeScript,C#;Go;Java;Rust;TypeScript,9612.0,3.0,,"Yes, I use AI tools weekly"
